name,url,neighborhood,cuisine,review_count,time_window
"Chili House","http://www.opentable.com/chili-house?p=4&sd=2014-11-28T19:30:00Z&rid=112081&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Chinese","14 reviews",0:00
"Red Hill Station","http://www.opentable.com/red-hill-station?p=4&sd=2014-11-28T19:30:00Z&rid=148249&pt=100,100,100,100,100&d=11/28/2014 18:00:00,,11/28/2014 20:00:00,11/28/2014 17:45:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Bernal Heights","Seafood","134 reviews",2:00
"One Market Restaurant","http://www.opentable.com/one-market-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=4&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Contemporary American","260 reviews",0:00
"Bistro Boudin","http://www.opentable.com/bistro-boudin?p=4&sd=2014-11-28T19:30:00Z&rid=4096&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","American","94 reviews",0:00
"Franciscan Crab Restaurant","http://www.opentable.com/franciscan-crab-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=6756&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","Seafood","185 reviews",0:00
"Rocco's Cafe","http://www.opentable.com/roccos-cafe?p=4&sd=2014-11-28T19:30:00Z&rid=22888&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Italian","52 reviews",0:00
"La Mar Cebicheria Peruana","http://www.opentable.com/la-mar-cebicheria-peruana?p=4&sd=2014-11-28T19:30:00Z&rid=25198&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:45:00,,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Peruvian","321 reviews",3:46
"Ashoka Indian Cuisine","http://www.opentable.com/ashoka-indian-cuisine?p=4&sd=2014-11-28T19:30:00Z&rid=67861&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Indian","3 reviews",0:00
"La Rondalla Mexican Restaurant and Bar","http://www.opentable.com/la-rondalla-mexican-restaurant-and-bar?p=4&sd=2014-11-28T19:30:00Z&rid=98146&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Mexican","12 reviews",0:00
"Tikka Masala - Inner Sunset","http://www.opentable.com/tikka-masala-inner-sunset?p=4&sd=2014-11-28T19:30:00Z&rid=90937&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Indian","4 reviews",0:00
"Hanuri Korean B.B.Q. Restaurant","http://www.opentable.com/hanuri-korean-bbq-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=47605&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Korean","2 reviews",0:00
"Ziryab","http://www.opentable.com/ziryab?p=4&sd=2014-11-28T19:30:00Z&rid=30886&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","Mediterranean","7 reviews",0:00
"Blue Fin Sushi","http://www.opentable.com/blue-fin-sushi?p=4&sd=2014-11-28T19:30:00Z&rid=53476&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Sushi","8 reviews",0:00
"Clay Oven Indian Restaurant - West Portal","http://www.opentable.com/clay-oven-indian-restaurant-west-portal?p=4&sd=2014-11-28T19:30:00Z&rid=44941&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Forest Hill / West Portal","Indian","1 review",0:00
"BIN 38","http://www.opentable.com/bin-38?p=4&sd=2014-11-28T19:30:00Z&rid=22126&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Contemporary American","39 reviews",0:00
"Pacific Catch - Sunset District","http://www.opentable.com/pacific-catch-sunset-district?p=4&sd=2014-11-28T19:30:00Z&rid=18013&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Sunset District","Seafood","62 reviews",0:00
"Red Tavern","http://www.opentable.com/red-tavern?p=4&sd=2014-11-28T19:30:00Z&rid=70183&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Russian","8 reviews",0:00
"Golden Kim Tar Chinese Restaurant","http://www.opentable.com/golden-kim-tar-chinese-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=106645&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Chinese","1 review",0:00
"Roy's - San Francisco","http://www.opentable.com/roys-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=963&pt=100,100,100,1000,1000&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Seafood","36 reviews",0:00
"Mission Street Oyster Bar & Seafood Restaurant","http://www.opentable.com/mission-street-oyster-bar-and-seafood-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=103363&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Seafood","30 reviews",0:00
"Fresca - 24th Street","http://www.opentable.com/fresca-24th-street?p=4&sd=2014-11-28T19:30:00Z&rid=10873&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Noe Valley","Peruvian","60 reviews",0:00
"Roti Indian Bistro - San Francisco","http://www.opentable.com/roti-indian-bistro-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=7005&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Forest Hill / West Portal","Indian","57 reviews",0:00
"Umami","http://www.opentable.com/umami?p=4&sd=2014-11-28T19:30:00Z&rid=7835&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Japanese","99 reviews",4:01
"Bella Trattoria Italiana","http://www.opentable.com/bella-trattoria-italiana?p=4&sd=2014-11-28T19:30:00Z&rid=1342&pt=100,100,100,100,1000&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Italian","117 reviews",0:00
"Velvet Room","http://www.opentable.com/velvet-room?p=4&sd=2014-11-28T19:30:00Z&rid=1748&pt=100,100,100,100,100&d=11/28/2014 18:30:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","35 reviews",0:00
"Garibaldi's on Presidio","http://www.opentable.com/garibaldis-on-presidio?p=4&sd=2014-11-28T19:30:00Z&rid=1964&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 19:45:00,11/28/2014 18:15:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Presidio Heights","Californian","112 reviews",1:15
"TBD Restaurant","http://www.opentable.com/tbd-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=144724&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Californian","61 reviews",0:00
"Kin Khao","http://www.opentable.com/kin-khao?p=4&sd=2014-11-28T19:30:00Z&rid=144916&pt=100,100,100,100,100&d=11/28/2014 17:45:00,,11/28/2014 19:45:00,11/28/2014 17:30:00,11/28/2014 21:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Thai","275 reviews",2:00
"Osha Thai 3rd Street","http://www.opentable.com/osha-thai-3rd-street?p=4&sd=2014-11-28T19:30:00Z&rid=145399&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Asian","73 reviews",0:00
"Belcampo","http://www.opentable.com/belcampo?p=4&sd=2014-11-28T19:30:00Z&rid=148267&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:15:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","American","18 reviews",0:00
"The Palace","http://www.opentable.com/the-palace-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=149782&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","29 reviews",0:00
"Yuzuki Japanese Eatery (fka Izakaya Yuzuki)","http://www.opentable.com/yuzuki-japanese-eatery-fka-izakaya-yuzuki?p=4&sd=2014-11-28T19:30:00Z&rid=151108&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Japanese","22 reviews",0:00
"Perry's Union Street","http://www.opentable.com/perrys-union-street?p=4&sd=2014-11-28T19:30:00Z&rid=151612&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","American","15 reviews",0:00
"Izakaya Kou","http://www.opentable.com/izakaya-kou?p=4&sd=2014-11-28T19:30:00Z&rid=117721&pt=100,100,100,100,100&d=11/28/2014 18:45:00,,11/28/2014 20:00:00,11/28/2014 18:00:00,11/28/2014 20:45:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Western Addition","Japanese","39 reviews",1:15
"Tal-Y-Tara Tea & Polo Shoppe","http://www.opentable.com/tal-y-tara-tea-and-polo-shoppe?p=4&sd=2014-11-28T19:30:00Z&rid=103366&pt=100,100,100,100,100&d=11/28/2014 17:30:00,,,11/28/2014 17:00:00,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","English","24 reviews",4:31
"Naked Fish","http://www.opentable.com/naked-fish?p=4&sd=2014-11-28T19:30:00Z&rid=60523&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Japanese","2 reviews",0:00
"Prospect","http://www.opentable.com/prospect?p=4&sd=2014-11-28T19:30:00Z&rid=45907&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 19:00:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Contemporary American","186 reviews",0:00
"Tsunami - Mission Bay","http://www.opentable.com/tsunami-mission-bay?p=4&sd=2014-11-28T19:30:00Z&rid=28876&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission Bay / South Beach","Sushi","22 reviews",0:00
"Plouf","http://www.opentable.com/plouf?p=4&sd=2014-11-28T19:30:00Z&rid=3604&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","French","80 reviews",0:00
"25 Lusk","http://www.opentable.com/25-lusk?p=4&sd=2014-11-28T19:30:00Z&rid=49783&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Contemporary American","89 reviews",0:00
"Jasper's Corner Tap and Kitchen","http://www.opentable.com/jaspers-corner-tap-and-kitchen?p=4&sd=2014-11-28T19:30:00Z&rid=200&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Contemporary American","71 reviews",0:00
"Hoffmann's Grill","http://www.opentable.com/hoffmanns-grill?p=4&sd=2014-11-28T19:30:00Z&rid=33271&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 21:00:00,11/28/2014 18:15:00,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Californian","",2:30
"OTD (aka Out the Door - Bush St.)","http://www.opentable.com/otd-aka-out-the-door-bush-st?p=4&sd=2014-11-28T19:30:00Z&rid=35182&pt=100,100,100,100,100&d=,,11/28/2014 21:00:00,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Pacific Heights","Vietnamese","96 reviews",5:02
"Chou Chou Bistro","http://www.opentable.com/chou-chou-bistro?p=4&sd=2014-11-28T19:30:00Z&rid=3600&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Forest Hill / West Portal","Contemporary French","55 reviews",0:00
"E&O Kitchen and Bar","http://www.opentable.com/e-and-o-kitchen-and-bar?p=4&sd=2014-11-28T19:30:00Z&rid=17&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Asian","117 reviews",0:00
"Campton Place","http://www.opentable.com/campton-place?p=4&sd=2014-11-28T19:30:00Z&rid=30&pt=100,100,100,100,100&d=11/28/2014 18:30:00,,11/28/2014 20:00:00,,11/28/2014 20:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Californian","114 reviews",3:01
"Brasserie S&P","http://www.opentable.com/brasserie-s-and-p?p=4&sd=2014-11-28T19:30:00Z&rid=117&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","18 reviews",0:00
"Pescatore","http://www.opentable.com/pescatore-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=122&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","Italian","30 reviews",0:00
"Cocotte","http://www.opentable.com/cocotte-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=148&pt=100,100,100,100,100&d=11/28/2014 18:45:00,,11/28/2014 21:00:00,11/28/2014 18:30:00,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Russian Hill","French","99 reviews",2:15
"Morton's The Steakhouse - San Francisco","http://www.opentable.com/mortons-the-steakhouse-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=2897&pt=100,100,100,100,100&d=11/28/2014 19:00:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Steakhouse","156 reviews",0:00
"A16 - San Francisco","http://www.opentable.com/a16-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=2910&pt=100,100,100,100,100&d=,,11/28/2014 21:30:00,,11/28/2014 22:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Italian","249 reviews",4:31
"Laurel Court Restaurant & Bar - Fairmont San Francisco","http://www.opentable.com/laurel-court-restaurant-and-bar-fairmont-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=7983&pt=100,100,100,1000,1000&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 20:00:00,11/28/2014 19:00:00,11/28/2014 21:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Californian","104 reviews",0:00
"OneUP Restaurant & Lounge at Grand Hyatt San Francisco","http://www.opentable.com/oneup-restaurant-and-lounge-at-grand-hyatt-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=98116&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 18:45:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","American","5 reviews",0:00
"HECHO","http://www.opentable.com/hecho-castro?p=4&sd=2014-11-28T19:30:00Z&rid=152791&pt=100,100,100,100,100&d=11/28/2014 18:30:00,11/28/2014 19:30:00,11/28/2014 21:00:00,11/28/2014 18:00:00,11/28/2014 21:30:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Castro","Mexican","58 reviews",0:00
"Alexander's Steakhouse - SF","http://www.opentable.com/alexanders-steakhouse-sf?p=4&sd=2014-11-28T19:30:00Z&rid=681&pt=1000,100,1000,100,1000&d=11/28/2014 17:30:00,,11/28/2014 21:00:00,,11/28/2014 21:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Steakhouse","138 reviews",4:01
"Cioppino's On The Wharf","http://www.opentable.com/cioppinos-on-the-wharf?p=4&sd=2014-11-28T19:30:00Z&rid=12730&pt=100,100,100,100,100&d=11/28/2014 18:45:00,,11/28/2014 20:00:00,11/28/2014 18:30:00,11/28/2014 20:15:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","Seafood","59 reviews",1:15
"Tsunami - Panhandle","http://www.opentable.com/tsunami-panhandle?p=4&sd=2014-11-28T19:30:00Z&rid=28873&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Panhandle / USF","Sushi","56 reviews",0:00
"Caffe Delucchi","http://www.opentable.com/caffe-delucchi?p=4&sd=2014-11-28T19:30:00Z&rid=40714&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","North Beach","Italian","25 reviews",0:00
"Palm House","http://www.opentable.com/palm-house?p=4&sd=2014-11-28T19:30:00Z&rid=144547&pt=100,100,100,100,100&d=11/28/2014 19:15:00,11/28/2014 19:30:00,11/28/2014 19:45:00,11/28/2014 19:00:00,11/28/2014 20:00:00&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Caribbean","61 reviews",0:00
"Palio d'Asti","http://www.opentable.com/palio-dasti?p=4&sd=2014-11-28T19:30:00Z&rid=257&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Italian","60 reviews",5:02
"Garden Court","http://www.opentable.com/garden-court?p=4&sd=2014-11-28T19:30:00Z&rid=2657&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Californian","66 reviews",5:02
"Cafe at the Opera","http://www.opentable.com/cafe-at-the-opera?p=4&sd=2014-11-28T19:30:00Z&rid=106078&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Contemporary American","235 reviews",5:02
"Manos Nouveau","http://www.opentable.com/manos-nouveau?p=4&sd=2014-11-28T19:30:00Z&rid=144853&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Latin American","24 reviews",5:02
"Causwells","http://www.opentable.com/causwells?p=4&sd=2014-11-28T19:30:00Z&rid=149515&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","American","50 reviews",5:02
"Skool","http://www.opentable.com/skool?p=4&sd=2014-11-28T19:30:00Z&rid=51181&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Seafood","76 reviews",5:02
"Unicorn Pan Asian Cuisine - San Francisco","http://www.opentable.com/unicorn-pan-asian-cuisine?p=4&sd=2014-11-28T19:30:00Z&rid=15412&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","Asian","26 reviews",5:02
"Kiji Sushi Bar and Cuisine","http://www.opentable.com/kiji-sushi-bar-and-cuisine?p=4&sd=2014-11-28T19:30:00Z&rid=55939&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Sushi","24 reviews",5:02
"SOMA Restaurant & Bar","http://www.opentable.com/soma-restaurant-and-bar?p=4&sd=2014-11-28T19:30:00Z&rid=74242&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Mediterranean","3 reviews",5:02
"Co Nam","http://www.opentable.com/co-nam?p=4&sd=2014-11-28T19:30:00Z&rid=97354&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Vietnamese","24 reviews",5:02
"CIRCA","http://www.opentable.com/circa?p=4&sd=2014-11-28T19:30:00Z&rid=2043&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Marina / Cow Hollow / Presidio","Contemporary American","14 reviews",5:02
"Capurro's","http://www.opentable.com/capurros?p=4&sd=2014-11-28T19:30:00Z&rid=7285&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Fisherman's Wharf","Seafood","18 reviews",5:02
"O3 Bistro & Lounge","http://www.opentable.com/o3-bistro-and-lounge?p=4&sd=2014-11-28T19:30:00Z&rid=78742&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Thai","45 reviews",5:02
"Rich Table","http://www.opentable.com/rich-table?p=4&sd=2014-11-28T19:30:00Z&rid=97309&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Civic Center / Hayes Valley / Van Ness","Californian","187 reviews",5:02
"Per Diem","http://www.opentable.com/per-diem?p=4&sd=2014-11-28T19:30:00Z&rid=78232&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Financial District / Embarcadero","American","144 reviews",5:02
"Saffron 685 Mediterranean Turkish Cuisine","http://www.opentable.com/saffron-685-mediterranean-turkish-cuisine?p=4&sd=2014-11-28T19:30:00Z&rid=110689&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Mediterranean","6 reviews",5:02
"District - San Francisco","http://www.opentable.com/district-san-francisco?p=4&sd=2014-11-28T19:30:00Z&rid=116029&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","SOMA","Tapas / Small Plates","7 reviews",5:02
"El Techo de Lolinda","http://www.opentable.com/el-techo-de-lolinda?p=4&sd=2014-11-28T19:30:00Z&rid=135892&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Mission","Latin American","19 reviews",5:02
"The Rotunda at Neiman Marcus - San Francisco","http://www.opentable.com/the-rotunda-at-neiman-marcus?p=4&sd=2014-11-28T19:30:00Z&rid=889&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Downtown / Union Square","Contemporary American","267 reviews",5:02
"Katia's Russian Tea Room and Restaurant","http://www.opentable.com/katias-russian-tea-room-and-restaurant?p=4&sd=2014-11-28T19:30:00Z&rid=55288&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Richmond District","Russian","7 reviews",5:02
"Sons & Daughters","http://www.opentable.com/sons-and-daughters?p=4&sd=2014-11-28T19:30:00Z&rid=50962&pt=100,100,100,100,100&d=,,,,&ofbs=,,,,&dt=2014-11-28T19:30:00Z","Nob Hill","Contemporary American","99 reviews",5:02
